id,title,description,availability,condition,price,link,image_link,brand,item_group_id,size
polyaspartic-1kg,กันซึมใส Polyaspartic 1 kg,กันซึมใส Polyaspartic สำหรับห้องน้ำกระเบื้องที่ยังสภาพดี — เคลือบทับกระเบื้องเดิมโดยไม่เปลี่ยนลาย กันซึมพร้อมเม็ดกันลื่นในตัว ผสมง่าย 1:1 ทำเองได้ จบงานใน 3–4 ชั่วโมง ปรึกษาฟรีทางแชทเพจ,in stock,new,1910.00 THB,https://www.lucernapro.com/polyaspartic,https://www.lucernapro.com/img/feed/polyaspartic.jpg,LucernaPro,polyaspartic,1 kg
polyasparticadhesive-rapid-cure-1-1,Polyaspartic Adhesive Rapid Cure · อัตราส่วน 1 : 1,Polyaspartic Adhesive กาวสองส่วนผสมหลอดคู่ ผลิต 2 แบบให้เลือก แบบผสม 1:1 ล็อกใน 1 นาที และแบบผสม 2:1 ที่มีเวลา 3 นาที (แนะนำแบบ 3 นาที) แข็งตัวเต็มที่ใน 4 ชั่วโมง แบ่งผสมทีละน้อยได้ไม่ต้องใช้หมดหลอด กลิ่นน้อยทำงานในอาคารได้ ใช้ภายนอกได้ด้วยเคมี Polyaspartic หลอด 50 ml ราคา 230 บาท ค่าส่ง 40 บาท ไม่จำกัดจำนวน,in stock,new,230.00 THB,https://www.lucernapro.com/polyasparticadhesive,https://www.lucernapro.com/img/feed/polyasparticadhesive.jpg,LucernaPro,polyasparticadhesive,Rapid Cure · อัตราส่วน 1 : 1
polyasparticadhesive-extended-a2-b1,Polyaspartic Adhesive Extended · อัตราส่วน A2 : B1 — แนะนำ,Polyaspartic Adhesive กาวสองส่วนผสมหลอดคู่ ผลิต 2 แบบให้เลือก แบบผสม 1:1 ล็อกใน 1 นาที และแบบผสม 2:1 ที่มีเวลา 3 นาที (แนะนำแบบ 3 นาที) แข็งตัวเต็มที่ใน 4 ชั่วโมง แบ่งผสมทีละน้อยได้ไม่ต้องใช้หมดหลอด กลิ่นน้อยทำงานในอาคารได้ ใช้ภายนอกได้ด้วยเคมี Polyaspartic หลอด 50 ml ราคา 230 บาท ค่าส่ง 40 บาท ไม่จำกัดจำนวน,in stock,new,230.00 THB,https://www.lucernapro.com/polyasparticadhesive,https://www.lucernapro.com/img/feed/polyasparticadhesive.jpg,LucernaPro,polyasparticadhesive,Extended · อัตราส่วน A2 : B1 — แนะนำ
polypro-1kg,PolyPro Polyurea Gen3 1 kg,PolyPro — กันซึม Polyaspartic มีสี เกรดสระว่ายน้ำ ทาทับกระเบื้องและคอนกรีตได้ ทน UV ไม่เหลือง แช่น้ำถาวร ฟิล์มหนาระดับ 500 ไมครอน กันซึม negative ตัวท็อปของ LucernaPro ปรึกษาฟรีทางแชทเพจ,in stock,new,1910.00 THB,https://www.lucernapro.com/polypro,https://www.lucernapro.com/img/feed/polypro.jpg,LucernaPro,polypro,1 kg
polypro-6kg,PolyPro Polyurea Gen3 6 kg,PolyPro — กันซึม Polyaspartic มีสี เกรดสระว่ายน้ำ ทาทับกระเบื้องและคอนกรีตได้ ทน UV ไม่เหลือง แช่น้ำถาวร ฟิล์มหนาระดับ 500 ไมครอน กันซึม negative ตัวท็อปของ LucernaPro ปรึกษาฟรีทางแชทเพจ,in stock,new,10680.00 THB,https://www.lucernapro.com/polypro,https://www.lucernapro.com/img/feed/polypro.jpg,LucernaPro,polypro,6 kg
polyurea-1kg,Polyurea Standard 1 kg,"กันซึม Polyurea Standard — Polyurea แท้แบบทาด้วยลูกกลิ้ง ไม่ต้องเครื่องพ่น แช่น้ำขังได้นานนับปี ทนแดดกลางแจ้ง เกิดมาเพื่อดาดฟ้า หลังคา ระเบียง เริ่มต้น 1,190 บาท ปรึกษาฟรีทางแชทเพจ",in stock,new,1190.00 THB,https://www.lucernapro.com/polyurea,https://www.lucernapro.com/img/feed/polyurea.jpg,LucernaPro,polyurea,1 kg
polyurea-5kg,Polyurea Standard 5 kg,"กันซึม Polyurea Standard — Polyurea แท้แบบทาด้วยลูกกลิ้ง ไม่ต้องเครื่องพ่น แช่น้ำขังได้นานนับปี ทนแดดกลางแจ้ง เกิดมาเพื่อดาดฟ้า หลังคา ระเบียง เริ่มต้น 1,190 บาท ปรึกษาฟรีทางแชทเพจ",in stock,new,5390.00 THB,https://www.lucernapro.com/polyurea,https://www.lucernapro.com/img/feed/polyurea.jpg,LucernaPro,polyurea,5 kg
polyurea-9kg,Polyurea Standard 9 kg,"กันซึม Polyurea Standard — Polyurea แท้แบบทาด้วยลูกกลิ้ง ไม่ต้องเครื่องพ่น แช่น้ำขังได้นานนับปี ทนแดดกลางแจ้ง เกิดมาเพื่อดาดฟ้า หลังคา ระเบียง เริ่มต้น 1,190 บาท ปรึกษาฟรีทางแชทเพจ",in stock,new,8700.00 THB,https://www.lucernapro.com/polyurea,https://www.lucernapro.com/img/feed/polyurea.jpg,LucernaPro,polyurea,9 kg
pondmax-1kg,PondMax สีทาบ่อปลากันซึม 1 kg,PondMax — สีทาบ่อปลาพร้อมกันซึมในตัว Polymer 2 ส่วนสูตรเข้มข้นสูง solvent ต่ำมาก ระบบ Curing เกรดงาน Marine จาก Huntsman ทาบนผิวชื้นได้ ปลอดภัยต่อปลา 100% ใช้ได้ทั้งบ่อปูนและบ่อกระเบื้อง มีสีเทา น้ำเงิน ดำ เริ่มต้น 950 บาท,in stock,new,950.00 THB,https://www.lucernapro.com/pondmax,https://www.lucernapro.com/img/feed/pondmax.jpg,LucernaPro,pondmax,1 kg
pondmax-2p5kg,PondMax สีทาบ่อปลากันซึม 2.5 kg,PondMax — สีทาบ่อปลาพร้อมกันซึมในตัว Polymer 2 ส่วนสูตรเข้มข้นสูง solvent ต่ำมาก ระบบ Curing เกรดงาน Marine จาก Huntsman ทาบนผิวชื้นได้ ปลอดภัยต่อปลา 100% ใช้ได้ทั้งบ่อปูนและบ่อกระเบื้อง มีสีเทา น้ำเงิน ดำ เริ่มต้น 950 บาท,in stock,new,2150.00 THB,https://www.lucernapro.com/pondmax,https://www.lucernapro.com/img/feed/pondmax.jpg,LucernaPro,pondmax,2.5 kg
pondmax-5kg,PondMax สีทาบ่อปลากันซึม 5 kg,PondMax — สีทาบ่อปลาพร้อมกันซึมในตัว Polymer 2 ส่วนสูตรเข้มข้นสูง solvent ต่ำมาก ระบบ Curing เกรดงาน Marine จาก Huntsman ทาบนผิวชื้นได้ ปลอดภัยต่อปลา 100% ใช้ได้ทั้งบ่อปูนและบ่อกระเบื้อง มีสีเทา น้ำเงิน ดำ เริ่มต้น 950 บาท,in stock,new,4070.00 THB,https://www.lucernapro.com/pondmax,https://www.lucernapro.com/img/feed/pondmax.jpg,LucernaPro,pondmax,5 kg
poolarmour-1kg,PoolArmour สีทาสระว่ายน้ำกันซึม 1 kg,PoolArmour — สีทาสระว่ายน้ำพร้อมกันซึมในตัว ส่วนผสมเดียว สูตรน้ำ เปิดฝาแล้วทาได้เลย ไม่ต้องผสม หมดปัญหาสีไม่แห้งเพราะผสมผิด ทนคลอรีน ทน UV มีสีขาว ฟ้า เทา เริ่มต้น 470 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,470.00 THB,https://www.lucernapro.com/poolarmour,https://www.lucernapro.com/img/feed/poolarmour.jpg,LucernaPro,poolarmour,1 kg
poolarmour-5kg,PoolArmour สีทาสระว่ายน้ำกันซึม 5 kg,PoolArmour — สีทาสระว่ายน้ำพร้อมกันซึมในตัว ส่วนผสมเดียว สูตรน้ำ เปิดฝาแล้วทาได้เลย ไม่ต้องผสม หมดปัญหาสีไม่แห้งเพราะผสมผิด ทนคลอรีน ทน UV มีสีขาว ฟ้า เทา เริ่มต้น 470 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,1910.00 THB,https://www.lucernapro.com/poolarmour,https://www.lucernapro.com/img/feed/poolarmour.jpg,LucernaPro,poolarmour,5 kg
poolarmour-18kg,PoolArmour สีทาสระว่ายน้ำกันซึม 18 kg,PoolArmour — สีทาสระว่ายน้ำพร้อมกันซึมในตัว ส่วนผสมเดียว สูตรน้ำ เปิดฝาแล้วทาได้เลย ไม่ต้องผสม หมดปัญหาสีไม่แห้งเพราะผสมผิด ทนคลอรีน ทน UV มีสีขาว ฟ้า เทา เริ่มต้น 470 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,5890.00 THB,https://www.lucernapro.com/poolarmour,https://www.lucernapro.com/img/feed/poolarmour.jpg,LucernaPro,poolarmour,18 kg
prolatex-200g,ProLatex กาวอเนกประสงค์สูตรน้ำ 200 กรัม,ProLatex กาวอเนกประสงค์สูตรน้ำ ใช้ทดแทนกาวลาเท็กซ์และกาวไม้ทั่วไป จุดต่างคือใช้งานกลางแจ้งได้จริง โดนฝนตรงๆ ได้ (ไม่เหมาะกับงานแช่น้ำถาวร) ใช้ปริมาณเล็กน้อยก็ยึดแน่น ส่วนผสมเดียวเปิดฝาใช้ได้เลย ล้างอุปกรณ์ด้วยน้ำเปล่า ติดได้ทั้งไม้ กระดาษ ผ้า หนัง โฟม PVC พลาสติก ปูน อิฐ กระเบื้อง เริ่มต้น 110 บาท มีราคาช่างและร้านค้า,in stock,new,110.00 THB,https://www.lucernapro.com/prolatex,https://www.lucernapro.com/img/feed/prolatex.jpg,LucernaPro,prolatex,200 กรัม
prolatex-1kg,ProLatex กาวอเนกประสงค์สูตรน้ำ 1 กก.,ProLatex กาวอเนกประสงค์สูตรน้ำ ใช้ทดแทนกาวลาเท็กซ์และกาวไม้ทั่วไป จุดต่างคือใช้งานกลางแจ้งได้จริง โดนฝนตรงๆ ได้ (ไม่เหมาะกับงานแช่น้ำถาวร) ใช้ปริมาณเล็กน้อยก็ยึดแน่น ส่วนผสมเดียวเปิดฝาใช้ได้เลย ล้างอุปกรณ์ด้วยน้ำเปล่า ติดได้ทั้งไม้ กระดาษ ผ้า หนัง โฟม PVC พลาสติก ปูน อิฐ กระเบื้อง เริ่มต้น 110 บาท มีราคาช่างและร้านค้า,in stock,new,420.00 THB,https://www.lucernapro.com/prolatex,https://www.lucernapro.com/img/feed/prolatex.jpg,LucernaPro,prolatex,1 กก.
prolatex-5kg,ProLatex กาวอเนกประสงค์สูตรน้ำ 5 กก.,ProLatex กาวอเนกประสงค์สูตรน้ำ ใช้ทดแทนกาวลาเท็กซ์และกาวไม้ทั่วไป จุดต่างคือใช้งานกลางแจ้งได้จริง โดนฝนตรงๆ ได้ (ไม่เหมาะกับงานแช่น้ำถาวร) ใช้ปริมาณเล็กน้อยก็ยึดแน่น ส่วนผสมเดียวเปิดฝาใช้ได้เลย ล้างอุปกรณ์ด้วยน้ำเปล่า ติดได้ทั้งไม้ กระดาษ ผ้า หนัง โฟม PVC พลาสติก ปูน อิฐ กระเบื้อง เริ่มต้น 110 บาท มีราคาช่างและร้านค้า,in stock,new,1430.00 THB,https://www.lucernapro.com/prolatex,https://www.lucernapro.com/img/feed/prolatex.jpg,LucernaPro,prolatex,5 กก.
purebreeze-100g,Pure Breeze 100 g,PureBreeze น้ำยาเคลือบใสระดับนาโนสำหรับแผงฟินคอยล์เย็นและคอยล์ร้อนของเครื่องปรับอากาศ ฟิล์มบางใสทำให้ฝุ่นเกาะสะสมยากขึ้น ลมผ่านฟินได้เต็มที่ ยืดรอบล้างแอร์ให้ห่างขึ้น น้ำยาสำหรับบรรจุเครื่องพ่น พ่นแรงดันต่ำ สำหรับบ้าน ร้านล้างแอร์ โรงแรม ออฟฟิศ,in stock,new,690.00 THB,https://www.lucernapro.com/purebreeze,https://www.lucernapro.com/img/feed/purebreeze.jpg,LucernaPro,purebreeze,100 g
purebreeze-500g,Pure Breeze 500 g,PureBreeze น้ำยาเคลือบใสระดับนาโนสำหรับแผงฟินคอยล์เย็นและคอยล์ร้อนของเครื่องปรับอากาศ ฟิล์มบางใสทำให้ฝุ่นเกาะสะสมยากขึ้น ลมผ่านฟินได้เต็มที่ ยืดรอบล้างแอร์ให้ห่างขึ้น น้ำยาสำหรับบรรจุเครื่องพ่น พ่นแรงดันต่ำ สำหรับบ้าน ร้านล้างแอร์ โรงแรม ออฟฟิศ,in stock,new,2990.00 THB,https://www.lucernapro.com/purebreeze,https://www.lucernapro.com/img/feed/purebreeze.jpg,LucernaPro,purebreeze,500 g
purebreeze-1kg,Pure Breeze 1 kg,PureBreeze น้ำยาเคลือบใสระดับนาโนสำหรับแผงฟินคอยล์เย็นและคอยล์ร้อนของเครื่องปรับอากาศ ฟิล์มบางใสทำให้ฝุ่นเกาะสะสมยากขึ้น ลมผ่านฟินได้เต็มที่ ยืดรอบล้างแอร์ให้ห่างขึ้น น้ำยาสำหรับบรรจุเครื่องพ่น พ่นแรงดันต่ำ สำหรับบ้าน ร้านล้างแอร์ โรงแรม ออฟฟิศ,in stock,new,5500.00 THB,https://www.lucernapro.com/purebreeze,https://www.lucernapro.com/img/feed/purebreeze.jpg,LucernaPro,purebreeze,1 kg
revival-500g,Revival น้ำยาแปลงสนิม 500 กรัม,Revival คือน้ำยาแปลงสนิมสูตรน้ำที่เข้าไปทำปฏิกิริยากับสนิมโดยตรง เปลี่ยนสนิมที่ยังลามได้ให้กลายเป็นฟิล์มสีเข้มที่เสถียร แห้งแล้วเป็นรองพื้นในตัว ทาสีจริงทับได้ทันที เกิดมาเพื่อเหล็กโครงสร้างและงานพื้นที่เยอะที่การขัดสนิมออกทั้งหมดคือฝันร้าย,in stock,new,470.00 THB,https://www.lucernapro.com/revival,https://www.lucernapro.com/img/feed/revival.jpg,LucernaPro,revival,500 กรัม
revival-1kg,Revival น้ำยาแปลงสนิม 1 กก.,Revival คือน้ำยาแปลงสนิมสูตรน้ำที่เข้าไปทำปฏิกิริยากับสนิมโดยตรง เปลี่ยนสนิมที่ยังลามได้ให้กลายเป็นฟิล์มสีเข้มที่เสถียร แห้งแล้วเป็นรองพื้นในตัว ทาสีจริงทับได้ทันที เกิดมาเพื่อเหล็กโครงสร้างและงานพื้นที่เยอะที่การขัดสนิมออกทั้งหมดคือฝันร้าย,in stock,new,710.00 THB,https://www.lucernapro.com/revival,https://www.lucernapro.com/img/feed/revival.jpg,LucernaPro,revival,1 กก.
revival-5kg,Revival น้ำยาแปลงสนิม 5 กก.,Revival คือน้ำยาแปลงสนิมสูตรน้ำที่เข้าไปทำปฏิกิริยากับสนิมโดยตรง เปลี่ยนสนิมที่ยังลามได้ให้กลายเป็นฟิล์มสีเข้มที่เสถียร แห้งแล้วเป็นรองพื้นในตัว ทาสีจริงทับได้ทันที เกิดมาเพื่อเหล็กโครงสร้างและงานพื้นที่เยอะที่การขัดสนิมออกทั้งหมดคือฝันร้าย,in stock,new,1910.00 THB,https://www.lucernapro.com/revival,https://www.lucernapro.com/img/feed/revival.jpg,LucernaPro,revival,5 กก.
revival-15kg,Revival น้ำยาแปลงสนิม 15 กก.,Revival คือน้ำยาแปลงสนิมสูตรน้ำที่เข้าไปทำปฏิกิริยากับสนิมโดยตรง เปลี่ยนสนิมที่ยังลามได้ให้กลายเป็นฟิล์มสีเข้มที่เสถียร แห้งแล้วเป็นรองพื้นในตัว ทาสีจริงทับได้ทันที เกิดมาเพื่อเหล็กโครงสร้างและงานพื้นที่เยอะที่การขัดสนิมออกทั้งหมดคือฝันร้าย,in stock,new,5800.00 THB,https://www.lucernapro.com/revival,https://www.lucernapro.com/img/feed/revival.jpg,LucernaPro,revival,15 กก.
schutzfirearm-10ml,SchutzFirearm เคลือบอาวุธปืน 10 ml,SchutzFirearm — น้ำยาเคลือบอาวุธปืน ฟิล์มเซรามิกบางระดับไมครอน กันสนิม กันน้ำ ผิวด้านไม่เยิ้ม ทาแล้วเช็ดออก เคลือบเสร็จไม่ต้องชโลมน้ำมันผิวนอกอีก ทนถึง 400°C หลังเซ็ตตัวเต็มที่ ปรึกษาฟรีทางแชทเพจ,in stock,new,710.00 THB,https://www.lucernapro.com/schutzfirearm,https://www.lucernapro.com/img/feed/schutzfirearm.jpg,LucernaPro,schutzfirearm,10 ml
schutznano9h-50ml,Schutz Nano 9H 50 มล.,Schutz Nano 9H คือเคลือบแก้ว Polysilazane ประสิทธิภาพสูง ผิวแข็งระดับ 9H ทนเคมี ทน UV ทนขัดถู ทนความร้อนถึง 400°C ผิว Hydrophobic น้ำไม่เกาะ สำหรับช่างเคลือบมืออาชีพโดยเฉพาะ,in stock,new,1190.00 THB,https://www.lucernapro.com/schutznano9h,https://www.lucernapro.com/img/feed/schutznano9h.jpg,LucernaPro,schutznano9h,50 มล.
siliconepro-1kg,SiliconePro กันซึมซิลิโคนสูตรน้ำ 1 kg,SiliconePro — กันซึมซิลิโคนสูตรน้ำ ส่วนผสมเดียว เปิดฝาแล้วทาได้เลย ไม่ต้องผสม เนื้อหนาแน่นทนน้ำขัง อายุงาน 5 ปี ทาเปลือย หรือ 8–10 ปีเมื่อเสริมผ้าไฟเบอร์กลาส เริ่มต้น 540 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,540.00 THB,https://www.lucernapro.com/siliconepro,https://www.lucernapro.com/img/feed/siliconepro.jpg,LucernaPro,siliconepro,1 kg
siliconepro-2p5kg,SiliconePro กันซึมซิลิโคนสูตรน้ำ 2.5 kg,SiliconePro — กันซึมซิลิโคนสูตรน้ำ ส่วนผสมเดียว เปิดฝาแล้วทาได้เลย ไม่ต้องผสม เนื้อหนาแน่นทนน้ำขัง อายุงาน 5 ปี ทาเปลือย หรือ 8–10 ปีเมื่อเสริมผ้าไฟเบอร์กลาส เริ่มต้น 540 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,1080.00 THB,https://www.lucernapro.com/siliconepro,https://www.lucernapro.com/img/feed/siliconepro.jpg,LucernaPro,siliconepro,2.5 kg
siliconepro-5kg,SiliconePro กันซึมซิลิโคนสูตรน้ำ 5 kg,SiliconePro — กันซึมซิลิโคนสูตรน้ำ ส่วนผสมเดียว เปิดฝาแล้วทาได้เลย ไม่ต้องผสม เนื้อหนาแน่นทนน้ำขัง อายุงาน 5 ปี ทาเปลือย หรือ 8–10 ปีเมื่อเสริมผ้าไฟเบอร์กลาส เริ่มต้น 540 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,1920.00 THB,https://www.lucernapro.com/siliconepro,https://www.lucernapro.com/img/feed/siliconepro.jpg,LucernaPro,siliconepro,5 kg
solarpaneldefender-100g,Solar Panel Defender เคลือบนาโนกันฝุ่นเกาะแผงโซลาร์ 100 g,Solar Panel Defender — เคลือบนาโน Super-Hydrophilic ป้องกันฝุ่นเกาะแผงโซลาร์เซลล์ โดนฝนหรือลมก็หลุดล้างตัวเองได้ง่าย ลดรอบล้างแผงชัดเจน เพิ่มอัตราส่งผ่านแสงเฉลี่ย 2.5–4.4% จากผลทดสอบจริง ทนได้ราว 5 ปี เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,830.00 THB,https://www.lucernapro.com/solarpaneldefender,https://www.lucernapro.com/img/feed/solarpaneldefender.jpg,LucernaPro,solarpaneldefender,100 g
solarpaneldefender-500g,Solar Panel Defender เคลือบนาโนกันฝุ่นเกาะแผงโซลาร์ 500 g,Solar Panel Defender — เคลือบนาโน Super-Hydrophilic ป้องกันฝุ่นเกาะแผงโซลาร์เซลล์ โดนฝนหรือลมก็หลุดล้างตัวเองได้ง่าย ลดรอบล้างแผงชัดเจน เพิ่มอัตราส่งผ่านแสงเฉลี่ย 2.5–4.4% จากผลทดสอบจริง ทนได้ราว 5 ปี เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,3590.00 THB,https://www.lucernapro.com/solarpaneldefender,https://www.lucernapro.com/img/feed/solarpaneldefender.jpg,LucernaPro,solarpaneldefender,500 g
solarpaneldefender-1kg,Solar Panel Defender เคลือบนาโนกันฝุ่นเกาะแผงโซลาร์ 1 kg,Solar Panel Defender — เคลือบนาโน Super-Hydrophilic ป้องกันฝุ่นเกาะแผงโซลาร์เซลล์ โดนฝนหรือลมก็หลุดล้างตัวเองได้ง่าย ลดรอบล้างแผงชัดเจน เพิ่มอัตราส่งผ่านแสงเฉลี่ย 2.5–4.4% จากผลทดสอบจริง ทนได้ราว 5 ปี เริ่มต้น 830 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,6600.00 THB,https://www.lucernapro.com/solarpaneldefender,https://www.lucernapro.com/img/feed/solarpaneldefender.jpg,LucernaPro,solarpaneldefender,1 kg
solidfloor-24p5kg,Solid Floor ชุด 24.5 กก.,"Solid Floor ซีเมนต์โพลิเมอร์สำหรับซ่อมผิวหน้าคอนกรีตที่เสื่อมสภาพ ฉาบบางได้ตั้งแต่ 1 ถึง 5 มม. โดยไม่ร่อน ผิวที่ได้แข็ง ไม่เป็นฝุ่น ยึดเกาะได้ทั้งพื้นแห้งและพื้นที่มีความชื้น ไม่มีกลิ่น มี 6 เฉดสีให้เลือก ชุด 24.5 กก. 3,480 บาท ฉาบบาง 1 มม. ได้ราว 15 ตร.ม. — และเราบอกตรงๆ ว่ามันฉาบยาก",in stock,new,3480.00 THB,https://www.lucernapro.com/solidfloor,https://www.lucernapro.com/img/feed/solidfloor.jpg,LucernaPro,solidfloor,ชุด 24.5 กก.
spackleflex-350g,SpackleFlex เคมีโป๊วซ่อมรอยต่อหลังคา 350 g,SpackleFlex — เคมีโป๊วซ่อมรอยต่อหลังคาและหัวน็อตชนิดยืดหยุ่น พร้อมใช้ไม่ต้องผสม ทนกลางแจ้งกว่าซิลิโคนทั่วไป ผ่านทดสอบแช่น้ำต่อเนื่องหลายเดือน UV Stabilization ในตัว เริ่มต้น 180 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,180.00 THB,https://www.lucernapro.com/spackleflex,https://www.lucernapro.com/img/feed/spackleflex.jpg,LucernaPro,spackleflex,350 g
spackleflex-1kg,SpackleFlex เคมีโป๊วซ่อมรอยต่อหลังคา 1 kg,SpackleFlex — เคมีโป๊วซ่อมรอยต่อหลังคาและหัวน็อตชนิดยืดหยุ่น พร้อมใช้ไม่ต้องผสม ทนกลางแจ้งกว่าซิลิโคนทั่วไป ผ่านทดสอบแช่น้ำต่อเนื่องหลายเดือน UV Stabilization ในตัว เริ่มต้น 180 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,470.00 THB,https://www.lucernapro.com/spackleflex,https://www.lucernapro.com/img/feed/spackleflex.jpg,LucernaPro,spackleflex,1 kg
spackleflex-20kg,SpackleFlex เคมีโป๊วซ่อมรอยต่อหลังคา 20 kg,SpackleFlex — เคมีโป๊วซ่อมรอยต่อหลังคาและหัวน็อตชนิดยืดหยุ่น พร้อมใช้ไม่ต้องผสม ทนกลางแจ้งกว่าซิลิโคนทั่วไป ผ่านทดสอบแช่น้ำต่อเนื่องหลายเดือน UV Stabilization ในตัว เริ่มต้น 180 บาท ปรึกษาฟรีทางแชทเพจ,in stock,new,5880.00 THB,https://www.lucernapro.com/spackleflex,https://www.lucernapro.com/img/feed/spackleflex.jpg,LucernaPro,spackleflex,20 kg
stonesurface-100g,Stone Coating 100 g,Stone Coating ระบบเคลือบหินและคอนกรีต Self-Cleaning 2 ชั้น — รองพื้นซิลิโคนซึมลึกกันน้ำ กันรา กันคราบขาว + เคลือบผิว Superhydrophilic/Photocatalytic ให้ฝนล้าง สำหรับหินแกรนิต หินอ่อน GRC คอนกรีต ราวหิน รูปปั้น ใสไม่เปลี่ยนสีหิน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,830.00 THB,https://www.lucernapro.com/stonesurface,https://www.lucernapro.com/img/feed/stonesurface.jpg,LucernaPro,stonesurface,100 g
stonesurface-500g,Stone Coating 500 g,Stone Coating ระบบเคลือบหินและคอนกรีต Self-Cleaning 2 ชั้น — รองพื้นซิลิโคนซึมลึกกันน้ำ กันรา กันคราบขาว + เคลือบผิว Superhydrophilic/Photocatalytic ให้ฝนล้าง สำหรับหินแกรนิต หินอ่อน GRC คอนกรีต ราวหิน รูปปั้น ใสไม่เปลี่ยนสีหิน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,3590.00 THB,https://www.lucernapro.com/stonesurface,https://www.lucernapro.com/img/feed/stonesurface.jpg,LucernaPro,stonesurface,500 g
stonesurface-1kg,Stone Coating 1 kg,Stone Coating ระบบเคลือบหินและคอนกรีต Self-Cleaning 2 ชั้น — รองพื้นซิลิโคนซึมลึกกันน้ำ กันรา กันคราบขาว + เคลือบผิว Superhydrophilic/Photocatalytic ให้ฝนล้าง สำหรับหินแกรนิต หินอ่อน GRC คอนกรีต ราวหิน รูปปั้น ใสไม่เปลี่ยนสีหิน วัตถุดิบนำเข้าจาก Feibo ปรึกษาฟรีทางแชทเพจ,in stock,new,6600.00 THB,https://www.lucernapro.com/stonesurface,https://www.lucernapro.com/img/feed/stonesurface.jpg,LucernaPro,stonesurface,1 kg
submarine-2kg,Submarine กาวติดกระเบื้องใต้น้ำ 2 kg,"Submarine — กาวติดกระเบื้องใต้น้ำและอุดซ่อมรอยรั่วสระว่ายน้ำโดยไม่ต้องปล่อยน้ำทิ้ง เนื้อ Polymer สองส่วนผสม เซ็ตตัวได้แม้จมน้ำภายใน 4 ชม. ทนคลอรีนและเคมีสระ ชุด 2 kg ราคา 1,190 บาท ปรึกษาฟรีทางแชทเพจ",in stock,new,1190.00 THB,https://www.lucernapro.com/submarine,https://www.lucernapro.com/img/feed/submarine.jpg,LucernaPro,submarine,2 kg
surfaceguard-1kg,SurfaceGuard 1 กก.,SurfaceGuard สีทาพื้นปูนและคอนกรีต เทคโนโลยี Polyurethane Dispersion (PUD) สูตรน้ำส่วนผสมเดียว — เปิดฝาทาได้เลย ไม่ต้องผสม กลิ่นอ่อนมาก ทำในบ้านที่มีคนอยู่ได้ ฟิล์มทนน้ำ ทนด่างปูน ทนรอยขูดขีดจากการใช้งานประจำวัน ใช้ได้ทั้งภายในและภายนอก ล้างเครื่องมือด้วยน้ำเปล่า,in stock,new,690.00 THB,https://www.lucernapro.com/surfaceguard,https://www.lucernapro.com/img/feed/surfaceguard.jpg,LucernaPro,surfaceguard,1 กก.
surfaceguard-5kg,SurfaceGuard 5 กก.,SurfaceGuard สีทาพื้นปูนและคอนกรีต เทคโนโลยี Polyurethane Dispersion (PUD) สูตรน้ำส่วนผสมเดียว — เปิดฝาทาได้เลย ไม่ต้องผสม กลิ่นอ่อนมาก ทำในบ้านที่มีคนอยู่ได้ ฟิล์มทนน้ำ ทนด่างปูน ทนรอยขูดขีดจากการใช้งานประจำวัน ใช้ได้ทั้งภายในและภายนอก ล้างเครื่องมือด้วยน้ำเปล่า,in stock,new,2690.00 THB,https://www.lucernapro.com/surfaceguard,https://www.lucernapro.com/img/feed/surfaceguard.jpg,LucernaPro,surfaceguard,5 กก.
swiftset-1kg,กาวตะปู SwiftSet 1 กก.,SwiftSet คือกาวตะปูสูตรน้ำรุ่นใหม่จาก Lucerna ไร้กลิ่น รักษ์สิ่งแวดล้อม ไม่ต้องใช้ปืนยิง แค่เปิดฝาแล้วปาดด้วยเกรียง สำหรับงานง่ายๆ ทั่วไป เช่น ติดบัวผนังและไม้ระแนงตกแต่งแทนการเจาะ — งานหนักและงานอันตรายห้ามใช้,in stock,new,230.00 THB,https://www.lucernapro.com/swiftset,https://www.lucernapro.com/img/feed/swiftset.jpg,LucernaPro,swiftset,1 กก.
